municipality_id,internal_item_id,decision_basis,category_ids,category_names,basis_source_ids,basis_locators,condition_review_required,decision_status,notes
M001,I012,DIRECT_ITEM,C-M001-01,燃やせるごみ,S-M001-03,text-match:発泡スチロール + 燃やせるごみ,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,全既存branchで公式資料中の品目表記とcategoryの直接候補あり。 collector_status=ALL_EXISTING_BRANCHES_HAVE_DIRECT_CANDIDATE
M001,I013,DIRECT_ITEM,C-M001-12,新聞紙,S-M001-03,text-match:新聞 + 新聞紙,FALSE,CATEGORY_SUPPORTED,全既存branchで公式資料中の品目表記とcategoryの直接候補あり。 collector_status=ALL_EXISTING_BRANCHES_HAVE_DIRECT_CANDIDATE
M001,I014,DIRECT_ITEM,C-M001-11,ダンボール,S-M001-03,text-match:ダンボール + ダンボール,FALSE,CATEGORY_SUPPORTED,全既存branchで公式資料中の品目表記とcategoryの直接候補あり。 collector_status=ALL_EXISTING_BRANCHES_HAVE_DIRECT_CANDIDATE
M001,I015,DIRECT_ITEM,C-M001-13,雑誌,S-M001-03,text-match:雑誌 + 雑誌,FALSE,CATEGORY_SUPPORTED,全既存branchで公式資料中の品目表記とcategoryの直接候補あり。 collector_status=ALL_EXISTING_BRANCHES_HAVE_DIRECT_CANDIDATE
M001,I016,UNRESOLVED,,,,,FALSE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M001,I017,DIRECT_ITEM,C-M001-10,飲料用紙パック,S-M001-03,text-match:紙パック + 飲料用紙パック,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,全既存branchで公式資料中の品目表記とcategoryの直接候補あり。 collector_status=ALL_EXISTING_BRANCHES_HAVE_DIRECT_CANDIDATE
M001,I018,UNRESOLVED,,,,,FALSE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M001,I019,UNRESOLVED,,,,,FALSE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M001,I020,UNRESOLVED,,,,,FALSE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M001,I021,OFFICIAL_RULE_DERIVED,C-M001-01,燃やせるごみ,S-M001-02,燃やせるごみ,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M001,I022,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M001,I023,OFFICIAL_RULE_DERIVED,C-M001-02,燃やせないごみ,S-M001-02,燃やせないごみ,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M001,I024,UNRESOLVED,,,,,FALSE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=AMBIGUOUS_CATEGORY_CANDIDATES
M001,I025,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M001,I026,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M001,I027,OFFICIAL_RULE_DERIVED,C-M001-03,乾電池・蛍光灯など,S-M001-02,乾電池・蛍光灯など,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=AMBIGUOUS_CATEGORY_CANDIDATES
M001,I028,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=AMBIGUOUS_CATEGORY_CANDIDATES
M001,I029,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M001,I030,OFFICIAL_RULE_DERIVED,C-M001-03,乾電池・蛍光灯など,S-M001-02,乾電池・蛍光灯など,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=AMBIGUOUS_CATEGORY_CANDIDATES
M001,I031,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M001,I032,OFFICIAL_RULE_DERIVED,C-M001-02,燃やせないごみ,S-M001-02,燃やせないごみ,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M001,I033,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M001,I034,DIRECT_ITEM,C-M001-14,使用済小型家電,S-M001-01,text-match:小型家電 + 使用済小型家電,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,全既存branchで公式資料中の品目表記とcategoryの直接候補あり。 collector_status=ALL_EXISTING_BRANCHES_HAVE_DIRECT_CANDIDATE
M001,I035,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M001,I036,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M001,I037,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M001,I038,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M001,I039,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M001,I040,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I001,OFFICIAL_RULE_DERIVED,C-M002-13,ペットボトル,S-M002-01,ペットボトル,FALSE,CATEGORY_SUPPORTED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I002,OFFICIAL_RULE_DERIVED,C-M002-15,その他プラスチック,S-M002-01,その他プラスチック,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I003,OFFICIAL_RULE_DERIVED,C-M002-15,その他プラスチック,S-M002-01,その他プラスチック,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I004,OFFICIAL_RULE_DERIVED,C-M002-08,アルミ缶,S-M002-01,アルミ缶,FALSE,CATEGORY_SUPPORTED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I005,OFFICIAL_RULE_DERIVED,C-M002-09,スチール缶,S-M002-01,スチール缶,FALSE,CATEGORY_SUPPORTED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I006,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I007,OFFICIAL_RULE_DERIVED,C-M002-14,白色トレイ,S-M002-01,白色トレイ,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I008,OFFICIAL_RULE_DERIVED,C-M002-15,その他プラスチック,S-M002-01,その他プラスチック,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I009,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I010,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I011,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I012,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I013,OFFICIAL_RULE_DERIVED,C-M002-03,新聞紙,S-M002-01,新聞紙,FALSE,CATEGORY_SUPPORTED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I014,OFFICIAL_RULE_DERIVED,C-M002-05,ダンボール類,S-M002-01,ダンボール類,FALSE,CATEGORY_SUPPORTED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I015,OFFICIAL_RULE_DERIVED,C-M002-04,雑誌類,S-M002-01,雑誌類,FALSE,CATEGORY_SUPPORTED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I016,OFFICIAL_RULE_DERIVED,C-M002-07,その他紙,S-M002-01,その他紙,FALSE,CATEGORY_SUPPORTED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I017,OFFICIAL_RULE_DERIVED,C-M002-06,紙パック,S-M002-01,紙パック,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I018,OFFICIAL_RULE_DERIVED,C-M002-01,燃えるごみ,S-M002-01,燃えるごみ,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I019,GENERAL_RULE_DERIVED,C-M002-01,燃えるごみ,S-M002-01,燃えるごみ,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,個別記載・既存mappingなし。一般的な材質/用途ルールと一意のCURRENT公式categoryが一致。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I020,GENERAL_RULE_DERIVED,C-M002-01,燃えるごみ,S-M002-01,燃えるごみ,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,個別記載・既存mappingなし。一般的な材質/用途ルールと一意のCURRENT公式categoryが一致。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I021,UNRESOLVED,,,,,FALSE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I022,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I023,GENERAL_RULE_DERIVED,C-M002-02,燃えないごみ,S-M002-01,燃えないごみ,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,個別記載・既存mappingなし。一般的な材質/用途ルールと一意のCURRENT公式categoryが一致。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I024,GENERAL_RULE_DERIVED,C-M002-02,燃えないごみ,S-M002-01,燃えないごみ,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,個別記載・既存mappingなし。一般的な材質/用途ルールと一意のCURRENT公式categoryが一致。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I025,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I026,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I027,OFFICIAL_RULE_DERIVED,C-M002-17,電池類・蛍光管,S-M002-03,電池類・蛍光管,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I028,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I029,OFFICIAL_RULE_DERIVED,C-M002-18,小型充電式電池,S-M002-04,小型充電式電池,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I030,OFFICIAL_RULE_DERIVED,C-M002-17,電池類・蛍光管,S-M002-03,電池類・蛍光管,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I031,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I032,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I033,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I034,OFFICIAL_RULE_DERIVED,C-M002-02|C-M002-19,燃えないごみ|使用済小型家電,S-M002-01,燃えないごみ|使用済小型家電,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I035,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I036,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I037,UNRESOLVED,,,,,TRUE,UNRESOLVED,既存mappingの全branchをCURRENT公式category ruleで裏付けられないため未解決。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I038,UNRESOLVED,,,,,TRUE,UNRESOLVED,既存mappingの全branchをCURRENT公式category ruleで裏付けられないため未解決。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I039,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M002,I040,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M003,I001,OFFICIAL_RULE_DERIVED,C-M003-06,PET,S-M003-02,PET,FALSE,CATEGORY_SUPPORTED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=AMBIGUOUS_CATEGORY_CANDIDATES
M003,I002,OFFICIAL_RULE_DERIVED,C-M003-07,プラスチック容器包装,S-M003-02,プラスチック容器包装,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=AMBIGUOUS_CATEGORY_CANDIDATES
M003,I003,OFFICIAL_RULE_DERIVED,C-M003-07,プラスチック容器包装,S-M003-02,プラスチック容器包装,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M003,I004,UNRESOLVED,,,,,FALSE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=ONE_INFERRED_CATEGORY_CANDIDATE
M003,I005,UNRESOLVED,,,,,FALSE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=AMBIGUOUS_CATEGORY_CANDIDATES
M003,I006,DIRECT_ITEM,C-M003-09,びん,S-M003-02,text-match:空きびん + びん,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,全既存branchで公式資料中の品目表記とcategoryの直接候補あり。 collector_status=ALL_EXISTING_BRANCHES_HAVE_DIRECT_CANDIDATE
M003,I007,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M003,I008,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=NO_ITEM_MATCH_IN_FETCHED_OFFICIAL_SOURCES
M003,I009,GENERAL_RULE_DERIVED,C-M003-07,プラスチック容器包装,S-M003-02,プラスチック容器包装,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,個別記載・既存mappingなし。一般的な材質/用途ルールと一意のCURRENT公式categoryが一致。 collector_status=AMBIGUOUS_CATEGORY_CANDIDATES
M003,I010,GENERAL_RULE_DERIVED,C-M003-07,プラスチック容器包装,S-M003-02,プラスチック容器包装,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,個別記載・既存mappingなし。一般的な材質/用途ルールと一意のCURRENT公式categoryが一致。 collector_status=AMBIGUOUS_CATEGORY_CANDIDATES
M003,I011,GENERAL_RULE_DERIVED,C-M003-07,プラスチック容器包装,S-M003-02,プラスチック容器包装,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,個別記載・既存mappingなし。一般的な材質/用途ルールと一意のCURRENT公式categoryが一致。 collector_status=ONE_INFERRED_CATEGORY_CANDIDATE
M003,I012,GENERAL_RULE_DERIVED,C-M003-07,プラスチック容器包装,S-M003-02,プラスチック容器包装,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,個別記載・既存mappingなし。一般的な材質/用途ルールと一意のCURRENT公式categoryが一致。 collector_status=ONE_INFERRED_CATEGORY_CANDIDATE
M003,I013,DIRECT_ITEM,C-M003-03,新聞紙,S-M003-02,text-match:新聞 + 新聞紙,FALSE,CATEGORY_SUPPORTED,全既存branchで公式資料中の品目表記とcategoryの直接候補あり。 collector_status=ALL_EXISTING_BRANCHES_HAVE_DIRECT_CANDIDATE
M003,I014,DIRECT_ITEM,C-M003-05,ダンボール,S-M003-02,text-match:ダンボール + ダンボール,FALSE,CATEGORY_SUPPORTED,全既存branchで公式資料中の品目表記とcategoryの直接候補あり。 collector_status=ALL_EXISTING_BRANCHES_HAVE_DIRECT_CANDIDATE
M003,I015,OFFICIAL_RULE_DERIVED,C-M003-04,雑誌・雑紙,S-M003-02,雑誌・雑紙,FALSE,CATEGORY_SUPPORTED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=AMBIGUOUS_CATEGORY_CANDIDATES
M003,I016,OFFICIAL_RULE_DERIVED,C-M003-04,雑誌・雑紙,S-M003-02,雑誌・雑紙,FALSE,CATEGORY_SUPPORTED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=AMBIGUOUS_CATEGORY_CANDIDATES
M003,I017,DIRECT_ITEM,C-M003-14,紙パック,S-M003-02,text-match:牛乳パック + 紙パック,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,全既存branchで公式資料中の品目表記とcategoryの直接候補あり。 collector_status=ALL_EXISTING_BRANCHES_HAVE_DIRECT_CANDIDATE
M003,I018,DIRECT_ITEM,C-M003-01,燃えるごみ,S-M003-02,text-match:生ごみ + 燃えるごみ,TRUE,CATEGORY_SUPPORTED_CONDITION_REVIEW_REQUIRED,全既存branchで公式資料中の品目表記とcategoryの直接候補あり。 collector_status=ALL_EXISTING_BRANCHES_HAVE_DIRECT_CANDIDATE
M003,I019,OFFICIAL_RULE_DERIVED,C-M003-04,雑誌・雑紙,S-M003-02,雑誌・雑紙,FALSE,CATEGORY_SUPPORTED,品目の直接記載は必須とせず、既存mappingを支えるCURRENT公式category ruleから判定。 collector_status=AMBIGUOUS_CATEGORY_CANDIDATES
M003,I020,UNRESOLVED,,,,,FALSE,UNRESOLVED,一般則候補categoryが複数(2)のため自動決定しない。 collector_status=AMBIGUOUS_CATEGORY_CANDIDATES
M003,I021,UNRESOLVED,,,,,FALSE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=AMBIGUOUS_CATEGORY_CANDIDATES
M003,I022,UNRESOLVED,,,,,TRUE,UNRESOLVED,直接記載・公式rule由来mapping・一意な一般則categoryのいずれでも決定できない。 collector_status=AMBIGUOUS_CATEGORY_CANDIDATES
