municipality_id,lesson_variant_group_id,display_order,internal_item_id,lesson_condition_profile,selected_branch_order,category_id,category_name,teaching_box_id,canonical_review_path,canonical_checked_date,canonical_reviewer,review_status,note
M094,,12,I003,PLASTIC_PET_LABEL,1,C-M094-03,リサイクルプラ,,data/research/app_readiness/m094_item_review.csv,2026-08-24,OPENAI_CODEX_M094_APP_READINESS_V1,COMPLETE,既存APP_READY正本のCOMPLETE枝を授業用に選択。公式根拠はcanonical reviewに保持。
M094,,13,I027,STANDARD_DRY_BATTERY,1,C-M094-07,有害ごみ,,data/research/app_readiness/m094_item_review.csv,2026-08-24,OPENAI_CODEX_M094_APP_READINESS_V1,COMPLETE,既存APP_READY正本のCOMPLETE枝を授業用に選択。公式根拠はcanonical reviewに保持。
M094,,14,I018,HOUSEHOLD_FOOD_WASTE,1,C-M094-01,可燃ごみ,,data/research/app_readiness/m094_item_review.csv,2026-08-24,OPENAI_CODEX_M094_APP_READINESS_V1,COMPLETE,既存APP_READY正本のCOMPLETE枝を授業用に選択。公式根拠はcanonical reviewに保持。
M094,,15,I010,CLEAN_PLASTIC_SNACK_BAG,1,C-M094-03,リサイクルプラ,,data/research/app_readiness/m094_item_review.csv,2026-08-24,OPENAI_CODEX_M094_APP_READINESS_V1,COMPLETE,既存APP_READY正本のCOMPLETE枝を授業用に選択。公式根拠はcanonical reviewに保持。
M098,LV-M098-01,11,I002,PLASTIC_PET_CAP,1,C-M098-02,容器包装プラスチック,TB-M098-02,data/research/app_readiness/m098_item_review.csv,2026-08-31,OPENAI_M098_APP_READY_V1,COMPLETE,既存APP_READY正本のCOMPLETE枝を授業用に選択。公式根拠はcanonical reviewに保持。
M098,LV-M098-01,12,I003,PLASTIC_PET_LABEL,1,C-M098-02,容器包装プラスチック,TB-M098-02,data/research/app_readiness/m098_item_review.csv,2026-08-31,OPENAI_M098_APP_READY_V1,COMPLETE,既存APP_READY正本のCOMPLETE枝を授業用に選択。公式根拠はcanonical reviewに保持。
M098,LV-M098-01,13,I027,STANDARD_DRY_BATTERY,1,C-M098-06,有害ごみ,TB-M098-04,data/research/app_readiness/m098_item_review.csv,2026-08-31,OPENAI_M098_APP_READY_V1,COMPLETE,既存APP_READY正本のCOMPLETE枝を授業用に選択。公式根拠はcanonical reviewに保持。
M098,LV-M098-01,14,I018,HOUSEHOLD_FOOD_WASTE,1,C-M098-01,もやせるごみ,TB-M098-SUP-01,data/research/app_readiness/m098_item_review.csv,2026-08-31,OPENAI_M098_APP_READY_V1,COMPLETE,既存APP_READY正本のCOMPLETE枝を授業用に選択。公式根拠はcanonical reviewに保持。
M098,LV-M098-01,15,I010,CLEAN_PLASTIC_SNACK_BAG,1,C-M098-02,容器包装プラスチック,TB-M098-02,data/research/app_readiness/m098_item_review.csv,2026-08-31,OPENAI_M098_APP_READY_V1,COMPLETE,既存APP_READY正本のCOMPLETE枝を授業用に選択。公式根拠はcanonical reviewに保持。
M099,LV-M099-01,11,I002,PLASTIC_PET_CAP,1,C-M099-02,容器包装プラスチックごみ,TB-M099-01-01,data/research/app_readiness/m099_item_review.csv,2026-08-31,OPENAI_M099_APP_READY_V1,COMPLETE,既存APP_READY正本のCOMPLETE枝を授業用に選択。公式根拠はcanonical reviewに保持。
M099,LV-M099-01,12,I003,PLASTIC_PET_LABEL,1,C-M099-02,容器包装プラスチックごみ,TB-M099-01-01,data/research/app_readiness/m099_item_review.csv,2026-08-31,OPENAI_M099_APP_READY_V1,COMPLETE,既存APP_READY正本のCOMPLETE枝を授業用に選択。公式根拠はcanonical reviewに保持。
M099,LV-M099-01,13,I027,STANDARD_DRY_BATTERY,1,C-M099-07,使用済乾電池等,TB-M099-01-05,data/research/app_readiness/m099_item_review.csv,2026-08-31,OPENAI_M099_APP_READY_V1,COMPLETE,既存APP_READY正本のCOMPLETE枝を授業用に選択。公式根拠はcanonical reviewに保持。
M099,LV-M099-01,14,I018,HOUSEHOLD_FOOD_WASTE,1,C-M099-01,燃やせるごみ,TB-M099-01-SUP-01,data/research/app_readiness/m099_item_review.csv,2026-08-31,OPENAI_M099_APP_READY_V1,COMPLETE,既存APP_READY正本のCOMPLETE枝を授業用に選択。公式根拠はcanonical reviewに保持。
M099,LV-M099-01,15,I010,CLEAN_PLASTIC_SNACK_BAG,1,C-M099-02,容器包装プラスチックごみ,TB-M099-01-01,data/research/app_readiness/m099_item_review.csv,2026-08-31,OPENAI_M099_APP_READY_V1,COMPLETE,既存APP_READY正本のCOMPLETE枝を授業用に選択。公式根拠はcanonical reviewに保持。
M099,LV-M099-02,11,I002,PLASTIC_PET_CAP,1,C-M099-02,容器包装プラスチックごみ,TB-M099-02-01,data/research/app_readiness/m099_item_review.csv,2026-08-31,OPENAI_M099_APP_READY_V1,COMPLETE,既存APP_READY正本のCOMPLETE枝を授業用に選択。公式根拠はcanonical reviewに保持。
M099,LV-M099-02,12,I003,PLASTIC_PET_LABEL,1,C-M099-02,容器包装プラスチックごみ,TB-M099-02-01,data/research/app_readiness/m099_item_review.csv,2026-08-31,OPENAI_M099_APP_READY_V1,COMPLETE,既存APP_READY正本のCOMPLETE枝を授業用に選択。公式根拠はcanonical reviewに保持。
M099,LV-M099-02,13,I027,STANDARD_DRY_BATTERY,1,C-M099-07,使用済乾電池等,TB-M099-02-05,data/research/app_readiness/m099_item_review.csv,2026-08-31,OPENAI_M099_APP_READY_V1,COMPLETE,既存APP_READY正本のCOMPLETE枝を授業用に選択。公式根拠はcanonical reviewに保持。
M099,LV-M099-02,14,I018,HOUSEHOLD_FOOD_WASTE,1,C-M099-01,燃やせるごみ,TB-M099-02-SUP-01,data/research/app_readiness/m099_item_review.csv,2026-08-31,OPENAI_M099_APP_READY_V1,COMPLETE,既存APP_READY正本のCOMPLETE枝を授業用に選択。公式根拠はcanonical reviewに保持。
M099,LV-M099-02,15,I010,CLEAN_PLASTIC_SNACK_BAG,1,C-M099-02,容器包装プラスチックごみ,TB-M099-02-01,data/research/app_readiness/m099_item_review.csv,2026-08-31,OPENAI_M099_APP_READY_V1,COMPLETE,既存APP_READY正本のCOMPLETE枝を授業用に選択。公式根拠はcanonical reviewに保持。
M099,LV-M099-03,11,I002,PLASTIC_PET_CAP,1,C-M099-02,容器包装プラスチックごみ,TB-M099-03-01,data/research/app_readiness/m099_item_review.csv,2026-08-31,OPENAI_M099_APP_READY_V1,COMPLETE,既存APP_READY正本のCOMPLETE枝を授業用に選択。公式根拠はcanonical reviewに保持。
M099,LV-M099-03,12,I003,PLASTIC_PET_LABEL,1,C-M099-02,容器包装プラスチックごみ,TB-M099-03-01,data/research/app_readiness/m099_item_review.csv,2026-08-31,OPENAI_M099_APP_READY_V1,COMPLETE,既存APP_READY正本のCOMPLETE枝を授業用に選択。公式根拠はcanonical reviewに保持。
M099,LV-M099-03,13,I027,STANDARD_DRY_BATTERY,1,C-M099-07,使用済乾電池等,TB-M099-03-04,data/research/app_readiness/m099_item_review.csv,2026-08-31,OPENAI_M099_APP_READY_V1,COMPLETE,既存APP_READY正本のCOMPLETE枝を授業用に選択。公式根拠はcanonical reviewに保持。
M099,LV-M099-03,14,I018,HOUSEHOLD_FOOD_WASTE,1,C-M099-01,燃やせるごみ,TB-M099-03-SUP-01,data/research/app_readiness/m099_item_review.csv,2026-08-31,OPENAI_M099_APP_READY_V1,COMPLETE,既存APP_READY正本のCOMPLETE枝を授業用に選択。公式根拠はcanonical reviewに保持。
M099,LV-M099-03,15,I010,CLEAN_PLASTIC_SNACK_BAG,1,C-M099-02,容器包装プラスチックごみ,TB-M099-03-01,data/research/app_readiness/m099_item_review.csv,2026-08-31,OPENAI_M099_APP_READY_V1,COMPLETE,既存APP_READY正本のCOMPLETE枝を授業用に選択。公式根拠はcanonical reviewに保持。
M105,,11,I002,PLASTIC_PET_CAP,1,C-M105-01,燃やせるごみ,,data/research/app_readiness/m105_item_review.csv,2026-08-31,OPENAI_M105_APP_READY_V1,COMPLETE,既存APP_READY正本のCOMPLETE枝を授業用に選択。公式根拠はcanonical reviewに保持。
M105,,12,I003,PLASTIC_PET_LABEL,1,C-M105-01,燃やせるごみ,,data/research/app_readiness/m105_item_review.csv,2026-08-31,OPENAI_M105_APP_READY_V1,COMPLETE,既存APP_READY正本のCOMPLETE枝を授業用に選択。公式根拠はcanonical reviewに保持。
M105,,13,I027,STANDARD_DRY_BATTERY,1,C-M105-11,有害ごみ,,data/research/app_readiness/m105_item_review.csv,2026-08-31,OPENAI_M105_APP_READY_V1,COMPLETE,既存APP_READY正本のCOMPLETE枝を授業用に選択。公式根拠はcanonical reviewに保持。
M105,,14,I018,HOUSEHOLD_FOOD_WASTE,1,C-M105-01,燃やせるごみ,,data/research/app_readiness/m105_item_review.csv,2026-08-31,OPENAI_M105_APP_READY_V1,COMPLETE,既存APP_READY正本のCOMPLETE枝を授業用に選択。公式根拠はcanonical reviewに保持。
M105,,15,I010,CLEAN_PLASTIC_SNACK_BAG,1,C-M105-01,燃やせるごみ,,data/research/app_readiness/m105_item_review.csv,2026-08-31,OPENAI_M105_APP_READY_V1,COMPLETE,既存APP_READY正本のCOMPLETE枝を授業用に選択。公式根拠はcanonical reviewに保持。
